,mean,max_brightness_count,min_brightness_count,total_count,center
445,158.0,2.0,704.0,12927.0,172.0
446,158.0,2.0,704.0,12927.0,172.0
447,158.0,4.0,769.0,14602.0,173.0
448,158.0,4.0,769.0,14602.0,173.0
449,158.0,4.0,769.0,14602.0,173.0
450,159.0,0.0,977.0,16960.0,169.0
451,159.0,0.0,977.0,16960.0,169.0
452,159.0,0.0,977.0,16960.0,169.0
453,160.0,0.0,1121.0,18690.0,174.0
454,160.0,0.0,1121.0,18690.0,174.0
455,160.0,0.0,1121.0,18690.0,174.0
456,160.0,0.0,1237.0,20056.0,176.0
457,160.0,0.0,1237.0,20056.0,176.0
458,160.0,0.0,1237.0,20056.0,176.0
459,157.0,1.0,1435.0,23562.0,172.0
460,157.0,1.0,1435.0,23562.0,172.0
461,157.0,1.0,1435.0,23562.0,172.0
462,154.0,0.0,341.0,6279.0,163.0
463,154.0,0.0,341.0,6279.0,163.0
464,154.0,0.0,341.0,6279.0,163.0
465,153.0,0.0,459.0,7140.0,166.0
466,153.0,0.0,459.0,7140.0,166.0
467,153.0,0.0,459.0,7140.0,166.0
468,161.0,0.0,503.0,7452.0,163.0
469,161.0,0.0,503.0,7452.0,163.0
470,161.0,0.0,503.0,7452.0,163.0
471,154.0,0.0,435.0,6996.0,186.0
472,154.0,0.0,435.0,6996.0,186.0
473,154.0,0.0,435.0,6996.0,186.0
474,156.0,0.0,338.0,7038.0,167.0
475,156.0,0.0,338.0,7038.0,167.0
476,156.0,0.0,338.0,7038.0,167.0
477,154.0,0.0,419.0,7035.0,170.0
478,154.0,0.0,419.0,7035.0,170.0
479,154.0,0.0,419.0,7035.0,170.0
480,158.0,0.0,450.0,7140.0,161.0
481,158.0,0.0,450.0,7140.0,161.0
482,158.0,0.0,450.0,7140.0,161.0
483,154.0,0.0,486.0,6968.0,172.0
484,154.0,0.0,486.0,6968.0,172.0
485,154.0,0.0,486.0,6968.0,172.0
486,154.0,0.0,410.0,7176.0,177.0
487,154.0,0.0,410.0,7176.0,177.0
488,154.0,0.0,410.0,7176.0,177.0
489,154.0,0.0,392.0,7632.0,158.0
490,154.0,0.0,392.0,7632.0,158.0
491,154.0,0.0,392.0,7632.0,158.0
492,152.0,0.0,370.0,6816.0,160.0
493,152.0,0.0,370.0,6816.0,160.0
494,152.0,0.0,370.0,6816.0,160.0
495,154.0,0.0,415.0,7245.0,169.0
496,154.0,0.0,415.0,7245.0,169.0
497,154.0,0.0,415.0,7245.0,169.0
498,154.0,0.0,492.0,6864.0,167.0
499,154.0,0.0,492.0,6864.0,167.0
500,154.0,0.0,492.0,6864.0,167.0
501,151.0,0.0,426.0,7004.0,181.0
502,151.0,0.0,426.0,7004.0,181.0
503,151.0,0.0,426.0,7004.0,181.0
504,151.0,0.0,375.0,7500.0,156.0
505,151.0,0.0,375.0,7500.0,156.0
506,151.0,0.0,375.0,7500.0,156.0
507,162.0,0.0,418.0,6077.0,159.0
508,162.0,0.0,418.0,6077.0,159.0
509,162.0,0.0,418.0,6077.0,159.0
510,155.0,0.0,524.0,8736.0,164.0
511,155.0,0.0,524.0,8736.0,164.0
512,155.0,0.0,524.0,8736.0,164.0
513,154.0,0.0,497.0,8778.0,162.0
514,154.0,0.0,497.0,8778.0,162.0
515,154.0,0.0,497.0,8778.0,162.0
516,158.0,0.0,567.0,8584.0,160.0
517,158.0,0.0,567.0,8584.0,160.0
518,158.0,0.0,567.0,8584.0,160.0
519,153.0,0.0,753.0,12408.0,161.0
520,153.0,0.0,753.0,12408.0,161.0
521,153.0,0.0,753.0,12408.0,161.0
522,150.0,0.0,756.0,13132.0,157.0
523,150.0,0.0,756.0,13132.0,157.0
524,150.0,0.0,756.0,13132.0,157.0
525,153.0,0.0,644.0,13400.0,159.0
526,153.0,0.0,644.0,13400.0,159.0
527,153.0,0.0,644.0,13400.0,159.0
528,154.0,0.0,748.0,13585.0,165.0
529,154.0,0.0,748.0,13585.0,165.0
530,154.0,0.0,748.0,13585.0,165.0
531,155.0,0.0,683.0,11466.0,164.0
532,155.0,0.0,683.0,11466.0,164.0
533,155.0,0.0,683.0,11466.0,164.0
534,152.0,0.0,664.0,12900.0,156.0
535,152.0,0.0,664.0,12900.0,156.0
536,152.0,0.0,664.0,12900.0,156.0
537,157.0,0.0,815.0,14178.0,175.0
538,157.0,0.0,815.0,14178.0,175.0
539,157.0,0.0,815.0,14178.0,175.0
540,158.0,0.0,747.0,12596.0,169.0
541,158.0,0.0,747.0,12596.0,169.0
542,158.0,0.0,747.0,12596.0,169.0
543,157.0,0.0,957.0,14014.0,168.0
544,157.0,0.0,957.0,14014.0,168.0
545,157.0,0.0,957.0,14014.0,168.0
546,159.0,0.0,763.0,11704.0,163.0
547,159.0,0.0,763.0,11704.0,163.0
548,159.0,0.0,763.0,11704.0,163.0
549,152.0,0.0,825.0,15640.0,165.0
550,152.0,0.0,825.0,15640.0,165.0
551,152.0,0.0,825.0,15640.0,165.0
552,151.0,0.0,776.0,15400.0,160.0
553,151.0,0.0,776.0,15400.0,160.0
554,151.0,0.0,776.0,15400.0,160.0
555,157.0,0.0,556.0,13160.0,168.0
556,157.0,0.0,556.0,13160.0,168.0
557,157.0,0.0,556.0,13160.0,168.0
558,155.0,0.0,741.0,13386.0,170.0
559,155.0,0.0,741.0,13386.0,170.0
560,155.0,0.0,741.0,13386.0,170.0
561,157.0,0.0,733.0,12193.0,167.0
562,157.0,0.0,733.0,12193.0,167.0
563,157.0,0.0,733.0,12193.0,167.0
564,155.0,0.0,675.0,13034.0,167.0
565,155.0,0.0,675.0,13034.0,167.0
566,155.0,0.0,675.0,13034.0,167.0
567,154.0,0.0,723.0,13761.0,158.0
568,154.0,0.0,723.0,13761.0,158.0
569,154.0,0.0,723.0,13761.0,158.0
570,150.0,0.0,674.0,13416.0,168.0
571,150.0,0.0,674.0,13416.0,168.0
572,150.0,0.0,674.0,13416.0,168.0
573,155.0,0.0,804.0,13110.0,162.0
574,155.0,0.0,804.0,13110.0,162.0
575,155.0,0.0,804.0,13110.0,162.0
576,151.0,0.0,785.0,12730.0,177.0
577,151.0,0.0,785.0,12730.0,177.0
578,151.0,0.0,785.0,12730.0,177.0
579,154.0,0.0,761.0,13095.0,157.0
580,154.0,0.0,761.0,13095.0,157.0
581,154.0,0.0,761.0,13095.0,157.0
582,158.0,0.0,825.0,12012.0,165.0
583,158.0,0.0,825.0,12012.0,165.0
584,158.0,0.0,825.0,12012.0,165.0
585,152.0,0.0,899.0,15620.0,161.0
586,152.0,0.0,899.0,15620.0,161.0
587,152.0,0.0,899.0,15620.0,161.0
588,155.0,0.0,819.0,13622.0,160.0
589,155.0,0.0,819.0,13622.0,160.0
590,155.0,0.0,819.0,13622.0,160.0
591,157.0,0.0,835.0,13386.0,170.0
592,157.0,0.0,835.0,13386.0,170.0
593,157.0,0.0,835.0,13386.0,170.0
594,155.0,0.0,715.0,14008.0,171.0
595,155.0,0.0,715.0,14008.0,171.0
596,155.0,0.0,715.0,14008.0,171.0
597,161.0,0.0,893.0,11060.0,166.0
598,161.0,0.0,893.0,11060.0,166.0
599,161.0,0.0,893.0,11060.0,166.0
